date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses
8/10/15,1193011.288,1999,43130000,0.713989,405283,27817.34375,31.16514444,1001
8/11/15,1051922.387,4945,42796500,0.708087,1463100,28027.8125,11.31144859,2342
8/12/15,792332.721,1993,64018400,1.06,2150620,27370.9375,32.5869924,906
8/13/15,2181178.652,2807,73935400,1.22,4068680,28268.125,24.92916911,1274
8/14/15,4154762.744,3144,109594000,1.81,4637030,31106.71875,14.35483411,1594
8/15/15,8336306.792,2264,109160000,1.8,2554360,28512.65625,8.836593028,1313
8/16/15,2870425.718,2422,102028000,1.68,3550790,27094.53125,6.677237925,1202
8/17/15,3546720.033,2503,95819700,1.58,1942830,28118.90625,7.64281184,1249
8/18/15,1889437.076,2485,88143200,1.22,1485680,26162.8125,11.90607134,1294
8/19/15,1345002.293,3224,84663900,1.17,1486240,27282.03125,15.43095067,1350
8/20/15,521679.8076,2266,90809000,1.25,2843760,21057.03125,6.855566943,1167
8/21/15,868536.9585,3888,107266000,1.48,2020970,26690.9375,7.855041725,1425
8/22/15,692395.5571,3562,101404000,1.4,948310,27550.46875,42.54717183,1414
8/23/15,687012.1175,4126,99894500,1.38,1589300,26255.625,8.049767673,1570
8/24/15,623945.2454,4423,97791600,1.35,924920,27333.28125,8.87628542,1436
8/25/15,499939.8473,4449,89321900,1.23,1307180,26736.09375,8.259755825,1580
8/26/15,496507.8597,4112,82384400,1.13,1056750,26137.96875,7.447729279,1527
8/27/15,319146.9605,5568,85106100,1.17,686662,24532.8125,8.670963043,1591
8/28/15,345519.9479,4723,83521700,1.15,721872,24225.15625,9.925148371,1531
8/29/15,512109.4264,4109,86887600,1.19,375377,22525,5.507451526,1375
8/30/15,490782.1774,4547,86145900,1.18,1337650,21453.59375,5.634173742,1624
8/31/15,508000.9748,5165,96251000,1.32,1447180,21293.4375,7.424533814,1515
9/1/15,1916754.265,5114,98617200,1.35,778862,20339.21875,7.843769856,1555
9/2/15,374646.6118,5160,98504600,1.35,883769,18391.09375,8.153735331,1514
9/3/15,723808.3525,4738,94418700,1.3,702991,17380.9375,6.970025674,1448
9/4/15,222451.2934,5601,92234100,1.26,474391,23081.875,9.733856361,1450
9/5/15,214369.1175,5471,93402300,1.28,448453,25629.0625,9.141228324,1486
9/6/15,396954.2379,5489,97625500,1.34,491968,26168.28125,8.055487735,1587
9/7/15,263278.9001,5626,94585300,1.3,489014,25460.46875,9.256422396,1632
9/8/15,329606.8219,5604,91020700,1.25,427892,25888.75,10.3799263,1545
9/9/15,1420839.173,5577,90518300,1.24,366748,26431.40625,9.840601069,1543
9/10/15,249258.7547,5328,88230500,1.21,662782,26444.21875,7.925807171,1539
9/11/15,842671.3987,6439,85144300,1.16,1942600,27238.59375,8.876728153,1701
9/12/15,214854.4682,5555,72179000,0.987228,772430,26402.34375,11.35483319,1544
9/13/15,232924.671,6017,76193600,1.04,644138,26171.40625,9.578725674,1598
9/14/15,251532.0977,5542,68814400,0.940566,741085,25588.125,9.901548419,1622
9/15/15,528121.7419,5390,64052400,0.875189,703390,25615.3125,8.426997145,1486
9/16/15,522113.2241,5846,68963300,0.941977,615593,26318.125,15.14661708,1510
9/17/15,268192.3159,5343,66415200,0.906865,897940,25435.625,8.556523791,1517
9/18/15,356656.4913,5733,64071300,0.874574,484622,25894.21875,11.83482107,1462
9/19/15,331975.533,5154,62262700,0.849603,386988,27187.1875,7.982204373,1367
9/20/15,115939.607,6341,64600000,0.881191,508314,27982.65625,10.96964547,1466
9/21/15,148483.7981,6244,69045900,0.941496,424039,26651.875,10.18074194,1521
9/22/15,178937.0815,6759,67444200,0.919337,487914,26370.3125,11.40414518,1535
9/23/15,118464.0732,7369,66309600,0.90356,200541,27080.3125,10.7002671,1737
9/24/15,275064.0026,6185,65836400,0.896796,842505,26385.78125,10.31950627,1569
9/25/15,542954.7807,5801,60221400,0.820031,903457,27003.4375,9.836594916,1536
9/26/15,185398.4888,5903,54188900,0.73763,369620,25910.3125,9.289146479,1420
9/27/15,302982.7867,5732,58149600,0.791277,413801,25011.09375,8.42387045,1417
9/28/15,516557.9655,6102,53201800,0.723715,1320890,24714.21875,9.272346609,1545
9/29/15,234208.7173,5715,42607700,0.579414,913992,24364.6875,8.877328421,1532
9/30/15,337049.0088,5834,48636600,0.661192,619926,25097.5,8.385327116,1490
10/1/15,395443.3595,6402,54032300,0.734307,596084,27422.03125,8.767949463,1473
10/2/15,101770.4468,6053,50328700,0.683732,219318,26913.125,9.765296663,1375
10/3/15,83472.35791,6101,49981900,0.678783,163326,26453.75,9.791648364,1389
10/4/15,190487.1838,6619,50556000,0.686343,103497,25480.15625,9.431925786,1393
10/5/15,109299.047,6226,49131600,0.666784,234263,26136.875,11.48677351,1409
10/6/15,315241.2515,6440,45863300,0.622218,262674,25036.5625,9.995299954,1415
10/7/15,201786.9551,7100,47964700,0.650515,218327,26133.59375,12.18298992,1373
10/8/15,191033.8313,6912,44955900,0.609501,310266,26778.4375,11.97293337,1330
10/9/15,146902.6186,6751,48334900,0.655084,386420,25451.40625,11.30921838,1366
10/10/15,82385.52827,6519,47325200,0.641187,141555,25499.6875,11.38281162,1266
10/11/15,95944.42056,6011,46327500,0.627461,102128,26507.03125,8.998794599,1300
10/12/15,171873.5743,6527,46864200,0.634515,109567,26803.75,10.70380732,1335
10/13/15,258212.8819,6765,46395200,0.627943,303044,26668.28125,12.3232488,1475
10/14/15,607655.4526,6772,45250600,0.61224,971664,25875.625,11.83199852,1566
10/15/15,418401.4162,6424,38688300,0.523278,371022,25610.46875,18.87034386,1496
10/16/15,202601.8553,6748,41608900,0.562593,249891,25441.40625,21.17944655,1366
10/17/15,130246.0168,6508,39515900,0.534117,313860,26450.625,12.29146245,1355
10/18/15,99784.3085,6442,40550400,0.547913,133690,25848.28125,13.1130126,1345
10/19/15,266430.6377,6550,38321300,0.517621,243742,25966.71875,11.69921914,1452
10/20/15,245597.1518,5867,36261200,0.489629,383921,26192.5,11.5270198,1314
10/21/15,300832.2947,6159,31973600,0.431589,609085,26046.40625,10.15585773,1521
10/22/15,275561.3181,5909,32977300,0.444988,924822,25330.78125,13.20050484,1389
10/23/15,437771.3186,6768,41986400,0.56637,878822,27554.84375,13.74794139,1523
10/24/15,53895.30277,6234,40022100,0.539681,258356,27118.75,10.69663822,1635
10/25/15,147459.1285,5677,41781300,0.563207,635384,26814.21875,9.079512126,1497
10/26/15,443409.269,5896,45991300,0.619743,1089120,25912.1875,10.77326712,1655
10/27/15,1342211.337,6687,52624300,0.70889,1846370,27529.375,18.90289758,1706
10/28/15,853649.1296,7298,64676600,0.870938,2373050,26344.6875,10.89869663,1700
10/29/15,522938.9081,7793,74675600,1.01,2279240,27510.78125,12.55075174,1974
10/30/15,1463340.706,7842,89857400,1.21,2429200,27720.15625,13.46632166,2219
10/31/15,290238.7805,7499,77800300,1.05,673892,27751.5625,15.4824256,1987
11/1/15,134005.2216,6890,68477200,0.920847,588913,28180.15625,16.17026107,2131
11/2/15,373003.7448,6522,78701400,1.06,1145200,27134.21875,10.39601397,2039
11/3/15,591937.053,7354,74010000,0.994568,1907690,27605.78125,12.24035099,2066
11/4/15,813332.0738,7004,75232400,1.01,3060340,27716.40625,9.392856951,2039
11/5/15,310000.0942,7440,67070700,0.900699,1179840,27291.40625,10.59389052,1914
11/6/15,848836.9253,7828,67397100,0.904772,913666,27422.1875,15.93627016,1807
11/7/15,393479.4127,10863,68833200,0.923732,890187,26715.3125,32.07991979,2067
11/8/15,821063.3436,12342,68254300,0.915661,1021460,27289.0625,29.52687888,2271
11/9/15,975381.9002,7656,76991800,1.03,2045290,27059.53125,11.26310292,2060
11/10/15,891132.501,8061,74685300,1,854581,27444.0625,15.35119263,1826
11/11/15,283710.3599,10173,70236200,0.941296,1278580,27819.0625,23.07679133,2033
11/12/15,223759.7949,9500,59448700,0.796455,806156,28032.03125,25.8891012,1807
11/13/15,423125.5517,7830,67777000,0.907722,543671,28185.15625,14.58330246,1805
11/14/15,256807.2196,7187,67631900,0.905469,372514,28357.65625,18.53403351,1797
11/15/15,156460.6787,7138,66590200,0.891217,411848,28120.15625,11.48397409,1759
11/16/15,395085.8469,7407,67730700,0.906166,620945,27395.15625,10.26963597,1867
11/17/15,1070401.114,7115,69157900,0.924948,1145440,27793.59375,9.596829651,1901
11/18/15,197659.9897,7330,74287700,0.993214,681104,27252.03125,10.3214754,1859
11/19/15,271338.0216,8834,73976100,0.988713,443528,26563.4375,15.86393951,1864
11/20/15,185962.0146,6328,71532500,0.955735,614335,25130.46875,11.98689924,1763
11/21/15,124541.3117,6780,69535300,0.928758,455976,26782.1875,11.24491006,1710
11/22/15,250851.8897,7053,73378800,0.979765,372173,26988.59375,11.24171533,2015
11/23/15,662337.8645,8205,72484200,0.967493,441875,27272.34375,13.31608472,1738
11/24/15,372556.8453,7107,70931100,0.946442,524195,26848.125,12.96649103,1820
11/25/15,168352.5214,7074,67010200,0.893827,622991,26471.875,12.45963099,1710
11/26/15,837964.09,7262,64740900,0.863273,947473,26538.4375,9.30701048,1804
11/27/15,598994.4441,6628,66174600,0.8821,403813,27886.875,9.399192619,1660
11/28/15,104774.6048,6801,65147000,0.868102,462464,27201.09375,14.56713057,1651
11/29/15,173995.4052,6830,68625100,0.914144,448358,27350.9375,9.090792117,1666
11/30/15,207334.5475,8966,66080400,0.879951,784439,27360,20.81575154,1782
12/1/15,195994.7831,6753,65980000,0.878316,652857,27542.8125,13.07438894,1763
12/2/15,257351.0216,6471,65615700,0.873171,506307,26007.03125,11.43812253,1673
12/3/15,181143.2841,6938,61530500,0.818546,539969,28063.28125,10.66607761,1758
12/4/15,136370.595,6823,61065700,0.812082,241278,26679.375,12.37234232,1742
12/5/15,121090.5238,6724,63276000,0.841195,232743,26581.875,13.08482451,1716
12/6/15,207369.5215,8945,65194900,0.866417,443608,26255.78125,17.14740422,2006
12/7/15,377754.6268,7090,62950900,0.836322,520409,26718.90625,9.642772252,1952
12/8/15,142951.3058,6657,60690400,0.806024,445903,26312.5,9.146200894,1757
12/9/15,202087.3428,6963,62098400,0.824454,624221,28324.0625,10.13698943,1748
12/10/15,172508.9267,7388,59945000,0.79559,369589,27477.34375,11.34093504,1779
12/11/15,268100.8568,8051,63312400,0.839995,801072,27022.8125,16.85244379,1787
12/12/15,452377.8319,8170,70210000,0.931196,1376280,27206.5625,23.12314318,2152
12/13/15,314251.884,7334,73276400,0.971538,273614,27907.34375,18.73210971,1967
12/14/15,295321.0774,15478,72176400,0.95662,563436,26708.59375,74.65243956,2186
12/15/15,530148.9963,21062,74764100,0.990589,578618,27014.53125,114.4078583,2164
12/16/15,1487848.805,10272,76791600,1.02,320767,26457.34375,44.21678187,2153
12/17/15,436395.4726,9507,74999300,0.993043,640765,26883.125,32.40107521,2402
12/18/15,222673.0108,8920,70890600,0.938327,300787,26671.5625,32.18142145,2184
12/19/15,209991.8681,9304,69644200,0.921524,343535,26694.53125,28.51623093,2188
12/20/15,186639.5987,9852,68663100,0.90824,472164,26436.09375,34.42717002,2209
12/21/15,212202.9117,12003,68521200,0.906065,549113,26457.8125,39.119194,2315
12/22/15,212682.9644,21004,67704600,0.894973,454249,27374.375,59.16252572,2312
12/23/15,123611.7522,22711,65215800,0.861782,334993,27399.375,81.42599075,2215
12/24/15,107067.4719,13480,65060000,0.859433,354646,26686.5625,45.75463786,2235
12/25/15,59140.38977,9505,65275400,0.861993,187114,26803.59375,26.5940593,2159
12/26/15,126471.2118,10694,65961900,0.870766,425282,26560.15625,31.29618519,2284
12/27/15,67737.44213,21856,64650000,0.853166,164565,26853.75,86.63434503,2215
12/28/15,378461.0367,12325,64913200,0.856356,235134,27057.96875,36.40049069,2423
12/29/15,241549.406,11292,63985600,0.843835,215742,26661.09375,33.18921105,2393
12/30/15,188128.8338,21716,66314200,0.874258,604078,26736.25,76.132284,2363
12/31/15,355305.0726,10257,69207400,0.912098,663994,26908.28125,25.06732465,2578
1/1/16,321708.3749,8206,70870900,0.933712,206062,26070.3125,15.65089494,2350
1/2/16,245604.1973,9140,71933100,0.947401,255504,27383.90625,19.35979081,2410
1/3/16,347988.6065,9248,71275900,0.93843,407632,27675.78125,19.44831668,2454
1/4/16,149811.5481,9425,73853900,0.972045,346245,27420.625,21.3104319,2538
1/5/16,987732.1151,16380,72442400,0.953147,219833,27839.21875,60.3564445,2534
1/6/16,248781.8224,17007,72229700,0.950028,308791,27625.46875,66.53391845,2645
1/7/16,334745.2418,22025,72692900,0.955801,647462,27022.1875,65.5065476,2683
1/8/16,185057.495,10891,71724000,0.942752,545600,27996.71875,26.04950754,2610
1/9/16,207720.1285,11692,75001800,0.985501,226281,27595.78125,39.30051752,2624
1/10/16,138866.8514,10255,75031200,0.985557,390888,27287.96875,26.32605277,2797
1/11/16,504162.0456,10846,76096500,0.999216,1011920,27005.15625,25.51356511,2950
1/12/16,1059789.476,10824,81217300,1.07,2898760,25900.78125,25.63072227,2986
1/13/16,482477.3466,17634,86530000,1.14,1005910,26535.3125,60.31260944,2815
1/14/16,372400.0461,10617,85539300,1.12,751961,26919.21875,26.77617641,2752
1/15/16,1115559.387,9827,90321700,1.18,3910550,26797.34375,23.16012422,3125
1/16/16,696879.8975,10622,93099400,1.22,2462630,26523.125,22.65025706,2665
1/17/16,452570.1856,9707,93207300,1.22,1171150,26599.84375,17.0397022,2578
1/18/16,3013698.201,12883,101699000,1.33,4278930,26620.15625,30.91880998,3050
1/19/16,1761829.187,13383,108628000,1.42,2446740,26092.8125,35.57695823,2845
1/20/16,816295.2625,10549,104124000,1.36,2933220,26542.5,19.01349187,3350
1/21/16,757377.6744,10636,117111000,1.53,1614960,25919.21875,20.29597583,2901
1/22/16,1424488.233,13752,118244000,1.55,1567240,26255,31.18132507,2977
1/23/16,1715780.588,10946,115002000,1.5,7370980,25769.6875,17.43280341,3409
1/24/16,3649253.114,12715,145358000,1.9,9669770,27239.21875,23.73088258,3822
1/25/16,4599895.088,17048,164313000,2.15,10739300,25700.78125,40.19124286,4039
1/26/16,3656139.968,16451,193838000,2.53,13939200,26985.46875,37.89805755,4328
1/27/16,2737151.844,18660,172061000,2.25,6961080,26104.53125,56.86014672,4055
1/28/16,2221830.047,16692,184294000,2.41,4903850,26560.9375,41.35601104,4465
1/29/16,2193242.678,16323,194815000,2.54,6662340,26164.21875,37.41034343,4322
1/30/16,2484925.855,14594,192176000,2.51,3725080,26193.125,35.42928217,4340
1/31/16,2672115.689,14092,187289000,2.44,5847500,25681.875,33.88376937,4391
2/1/16,1391891.831,14122,177881000,2.32,3994100,26431.25,32.53922742,4199
2/2/16,1374775.084,14242,169923000,2.22,3451270,25864.6875,29.46292784,4166
2/3/16,1507493.465,14218,186609000,2.43,3987750,27301.71875,27.72917548,4327
2/4/16,834721.4698,14273,194126000,2.53,3552320,26562.34375,32.71750186,4077
2/5/16,1481566.124,15140,197363000,2.57,2636700,26558.59375,38.97437149,4698
2/6/16,592095.1098,31337,194621000,2.53,1921240,26345.78125,240.7828361,3839
2/7/16,2274794.973,14219,194884000,2.54,7007060,26684.6875,53.12073391,4054
2/8/16,4375792.908,14598,228504000,2.97,9725690,26651.875,37.81242736,4496
2/9/16,4966029.426,15453,244110000,3.17,17954000,26474.21875,50.16692548,4756
2/10/16,7746949.514,17079,307684000,4,28640400,26161.25,58.88424437,6031
2/11/16,8085998.402,21064,345964000,4.5,26408200,26477.8125,46.52354727,7681
2/12/16,12510236.45,18001,457618000,5.95,23360800,26498.90625,33.06554542,6484
2/13/16,7352170.23,19247,437667000,5.69,24218800,26884.6875,36.11858571,6065
2/14/16,4965400.471,16571,416193000,5.4,11226500,26329.0625,27.7730443,5549
2/15/16,3903432.194,17096,410643000,5.33,13934200,26225.3125,30.72534296,5685
2/16/16,6928102.166,17458,410605000,5.33,15889100,26445.78125,33.29452081,5688
2/17/16,3234725.829,19901,330635000,4.29,15451000,25672.03125,41.01939368,5729
2/18/16,4248506.449,16895,291068000,3.77,17054000,26214.84375,29.26992335,5537
2/19/16,2164082.769,17788,338222000,4.38,7666320,26655.46875,37.03600329,5531
2/20/16,5578710.35,16664,361281000,4.68,8631090,26560.78125,26.7916449,5228
2/21/16,2079867.795,16981,336572000,4.36,6413550,26536.5625,28.14068031,6287
2/22/16,3748825.584,18096,360185000,4.66,15056200,26757.8125,32.54911106,6008
2/23/16,8805613.8,18357,439084000,5.68,13380600,26170,94.16436625,6048
2/24/16,11730399.64,19476,432977000,5.6,11426500,26426.875,52.03207134,6036
2/25/16,5711754.036,19412,478149000,6.19,21471800,26823.75,31.61284309,6599
2/26/16,24230968.16,20374,466797000,6.04,9526860,26654.0625,50.86164043,5927
2/27/16,12949284.32,18903,461169000,5.96,8903210,26196.09375,28.37474469,5918
2/28/16,4995519.511,18954,495545000,6.41,9851660,26425.78125,29.3587208,6498
2/29/16,4596368.73,20146,499587000,6.46,7648020,25229.53125,32.94419021,7115
3/1/16,8239273.95,21664,489188000,6.32,23098100,26481.09375,33.95084033,7658
3/2/16,27459006.43,23485,591078000,7.63,29130200,26644.21875,39.07876264,8544
3/3/16,17711687.59,24751,653959000,8.44,40314900,26111.25,35.33273109,9064
3/4/16,13963343.49,24159,716027000,9.24,35520100,25881.5625,33.96317959,8978
3/5/16,29697496.08,26956,803827000,10.37,56439600,26585.9375,33.89815281,10060
3/6/16,18066961.25,27548,868736000,11.2,39112000,25399.6875,37.69212263,9725
3/7/16,16904671.19,23178,886447000,11.43,34085100,25985.46875,30.37725763,8043
3/8/16,20568777.7,23950,743456000,9.58,25524300,25823.125,33.34746394,9472
3/9/16,11011841.97,24374,760017000,9.79,27540500,25740.78125,26.06417143,9248
3/10/16,10185027.71,24727,922452000,11.88,26851500,26630,20.34666205,9812
3/11/16,10552682.56,23042,871511000,11.22,21002700,26302.5,19.2479048,9481
3/12/16,16998327.66,27799,864733000,11.13,48957300,26370.15625,24.29392528,9980
3/13/16,26786524.93,28014,1049930000,13.51,43915100,27250.46875,25.64171478,10164
3/14/16,23688567.85,28359,1128180000,14.51,58385100,26407.96875,27.78870853,10422
3/15/16,16846968.22,29149,1011090000,13,28404500,31223.59375,24.0129654,10369
3/16/16,14514876.87,27458,1013020000,13.02,24335500,31490.15625,23.87278595,9655
3/17/16,21905195.81,33445,977389000,12.56,41650600,32024.53125,31.66809802,10287
3/18/16,26172947.55,31727,867949000,11.11,53956800,31282.8125,27.43268868,10763
3/19/16,8872183.792,34712,875689000,11.2,26735700,32079.0625,44.28537964,9580
3/20/16,5845868.777,32304,822297000,10.52,17651100,31587.65625,35.72885385,10076
3/21/16,9182491.741,32327,805997000,10.3,28572600,31394.21875,32.46238907,10320
3/22/16,8144005.31,32812,929610000,11.88,19730300,31711.875,26.1394891,9780
3/23/16,6495245.542,31562,887595000,11.33,19353200,31294.0625,32.65829833,10093
3/24/16,11870464.14,36705,975295000,12.44,26081800,32071.09375,41.40978263,10068
3/25/16,6241282.387,36665,883012000,11.26,13782000,31889.84375,40.35489183,10031
3/26/16,3591618.475,36537,844742000,10.77,9425480,31928.4375,35.05642051,9848
3/27/16,12895208.47,29895,862211000,10.99,16744800,31630.78125,19.20990776,10649
3/28/16,8274565.853,33508,819007000,10.43,23188300,31313.4375,26.38212609,10798
3/29/16,15192583.04,33803,923114000,11.75,17684200,31437.8125,23.91278989,12291
3/30/16,15858748.79,36649,911902000,11.61,19351200,31700.46875,37.37748142,12462
3/31/16,10705688.89,31397,936992000,11.92,14966700,31388.90625,25.0216633,11295
4/1/16,4362306.539,33194,896537000,11.4,11373100,31884.6875,24.23740989,10956
4/2/16,4374118.651,29155,914995000,11.63,8682620,31081.25,18.06566395,10761
4/3/16,2538095.154,29479,915175000,11.63,5580550,31729.6875,17.93687287,10812
4/4/16,5104529.655,34797,914560000,11.62,9599070,31953.125,24.86941592,11663
4/5/16,7698526.709,39041,883170000,11.21,20557300,31574.84375,28.60692728,12095
4/6/16,6153894.357,31977,823420000,10.45,16997100,31262.65625,21.67913276,11878
4/7/16,7746868.61,31756,843091000,10.7,13464500,31167.34375,21.41271949,11756
4/8/16,5543466.182,33911,794705000,10.08,14660600,31914.375,25.16753827,11563
4/9/16,12665352.97,31859,764797000,9.69,16194800,30913.59375,19.99806,11976
4/10/16,10802857.83,32161,722133000,9.15,42613400,31774.21875,19.44701295,12826
4/11/16,5574518.642,30227,706074000,8.94,15138100,30970.9375,18.65650291,12057
4/12/16,9421411.048,34592,682395000,8.64,23190100,31385.9375,22.90601215,12594
4/13/16,8466729.515,35988,587994000,7.44,31403300,31486.09375,32.96712421,12904
4/14/16,7626684.277,34716,638330000,8.08,13590700,31401.09375,31.7285716,12318
4/15/16,4965797.177,34895,663169000,8.39,12179000,31733.4375,23.37887423,11838
4/16/16,3571858.659,30432,651554000,8.24,9888460,31531.25,17.22448278,11885
4/17/16,7109867.775,40159,682467000,8.62,24619600,31499.375,30.2081937,12504
4/18/16,5957899.078,33457,738916000,9.33,21084100,31863.28125,20.09918782,12489
4/19/16,3710246.065,32577,718825000,9.08,12899100,31326.5625,19.10494585,12426
4/20/16,5863270.969,32843,688434000,8.69,15634700,31831.40625,23.84841061,12678
4/21/16,3999733.566,36181,670104000,8.45,13355400,31373.90625,30.38082605,12671
4/22/16,6147374.376,31586,646298000,8.15,13309300,31576.71875,20.57607956,12802
4/23/16,7899555.596,31763,618147000,7.79,14565200,31693.59375,19.51394475,12583
4/24/16,3111077.224,33970,658203000,8.29,10786400,31493.75,22.48601452,12691
4/25/16,5709828.1,35325,635784000,8.01,18239900,32138.28125,23.86216618,13184
4/26/16,8761555.114,32495,597819000,7.53,17667300,31287.8125,21.65938348,13371
